Type,Time(%),Time,Calls,Avg,Min,Max,Name
API calls,0.000011,0.000007,3.0,0.002239,1.25,0.003489,cuDeviceGetCount
API calls,0.000005,0.000003,2.0,0.001614,1.354,0.001875,cuDeviceGet
API calls,0.000004,0.000002,1.0,0.002136,2.136,0.002136,cuDeviceGetName
API calls,0.000002,0.000001,1.0,0.001094,1.094,0.001094,cuDeviceGetUuid
,%,s,,ms,ms,ms,
GPU activities,86.209155,37.082941,20002.0,1.853961,0.061145,11.81549,"gpu_calcOutputs(Neuron*, int*)"
GPU activities,7.712471,3.317526,20002.0,0.165859,0.002344,0.759533,"gpu_updateWeights(Neuron*, int)"
GPU activities,3.151452,1.3556,20003.0,0.067769,0.001875,0.423751,"gpu_setInputs(Neuron*, double*, int)"
GPU activities,1.475756,0.634798,401.0,1.583036,1.086617,3.303183,"gpu_getSumAndMaxMin(double*, double*, double*, double*, int)"
GPU activities,0.568943,0.244731,10001.0,0.02447,0.022448,0.04849,"gpu_propErrorBackwards(Neuron*, double*, int)"
GPU activities,0.290669,0.125031,10025.0,0.012471,0.004219,0.015833,"gpu_setDouble(double*, double)"
GPU activities,0.18937,0.081457,10001.0,0.008144,0.006979,0.024791,"gpu_getOutputs(Neuron*, double*, int)"
GPU activities,0.134633,0.057913,22408.0,0.002584,0.001041,0.018179,"gpu_setInt(int*, int)"
GPU activities,0.124092,0.053378,10001.0,0.005337,0.004688,0.021354,"gpu_setBackwardError(Neuron*, double, int)"
GPU activities,0.057793,0.02486,10001.0,0.002485,0.002395,0.011771,"gpu_calcErrorWeightProductSum(Neuron*, int, int, double*)"
GPU activities,0.041234,0.017737,31206.0,0.000568,0.000416,0.006823,[CUDA memcpy DtoH]
GPU activities,0.03342,0.014376,30808.0,0.000466,0.00026,0.112136,[CUDA memcpy HtoD]
GPU activities,0.005961,0.002564,401.0,0.006394,0.004218,0.016666,[CUDA memcpy DtoD]
GPU activities,0.00501,0.002155,401.0,0.005373,0.003593,0.014063,"gpu_setValuesInArray(double, double*)"
GPU activities,0.000043,0.000018,2.0,0.009244,0.007083,0.011406,"gpu_setLearningRate(Neuron*, double, int)"
API calls,73.562548,43.710051,90012.0,0.485602,0.006458,11.90112,cudaDeviceSynchronize
API calls,14.661694,8.711816,133248.0,0.06538,0.028541,1.136301,cudaLaunchKernel
API calls,8.513321,5.058521,62415.0,0.081046,0.027448,3.389263,cudaMemcpy
API calls,3.262229,1.93838,44046.0,0.044008,0.01677,359.451157,cudaMalloc
API calls,0.000176,0.000105,97.0,0.001079,0.000625,0.021927,cuDeviceGetAttribute
API calls,0.000013,0.000008,1.0,0.007812,0.007812,0.007812,cuDeviceTotalMem
API calls,0.00001,0.000006,3.0,0.001944,0.001302,0.002552,cuDeviceGetCount
API calls,0.000005,0.000003,2.0,0.001406,0.001042,0.001771,cuDeviceGet
API calls,0.000003,0.000002,1.0,0.001719,0.001719,0.001719,cuDeviceGetName
API calls,0.000001,0.000001,1.0,0.000886,0.000886,0.000886,cuDeviceGetUuid
